 id quality type
150  6.0 0
151  6.0 1
152  5.0 0
153  7.0 1
154  5.0 1
155  6.0 1
156  6.0 1
157  7.0 0
158  6.0 1
159  7.0 1
160  5.0 1
161  6.0 0
162  6.0 1
163  6.0 0
164  6.0 1
165  7.0 1
166  5.0 1
167  5.0 0
168  5.0 0
169  5.0 0
170  6.0 1
171  6.0 1
172  6.0 1
173  7.0 1
174  5.0 1
175  5.0 1
176  7.0 1
177  8.0 1
178  7.0 0
179  6.0 0
180  6.0 1
181  6.0 1
182  6.0 1
183  6.0 1
184  5.0 1
185  7.0 1
186  7.0 1
187  5.0 1
188  5.0 1
189  6.0 1
190  5.0 1
191  5.0 1
192  5.0 0
193  6.0 1
194  6.0 1
195  6.0 0
196  7.0 1
197  7.0 1
198  6.0 1
199  7.0 0
200  6.0 1
201  6.0 1
202  5.0 1
203  6.0 1
204  6.0 0
205  5.0 1
206  6.0 1
207  6.0 0
208  5.0 0
209  6.0 1
210  5.0 0
211  5.0 0
212  6.0 0
213  5.0 1
214  6.0 1
215  7.0 1
216  8.0 1
217  6.0 1
218  6.0 0
219  5.0 1
220  5.0 1
221  6.0 1
222  6.0 1
223  7.0 1
224  7.0 1
225  6.0 1
226  5.0 1
227  5.0 1
228  6.0 1
229  5.0 1
230  5.0 1
231  5.0 1
232  5.0 1
233  6.0 1
234  5.0 1
235  5.0 1
236  5.0 1
237  7.0 1
238  6.0 1
239  6.0 0
240  6.0 1
241  5.0 0
242  6.0 1
243  5.0 1
244  5.0 1
245  7.0 0
246  6.0 1
247  6.0 1
248  5.0 0
249  5.0 1
250  6.0 1
251  6.0 1
252  7.0 1
253  6.0 1
254  6.0 1
255  6.0 0
256  5.0 0
257  5.0 0
258  6.0 0
259  6.0 1
260  5.0 0
261  6.0 0
262  6.0 1
263  5.0 1
264  5.0 1
265  6.0 1
266  6.0 1
267  6.0 1
268  6.0 1
269  6.0 1
270  6.0 1
271  6.0 1
272  7.0 0
273  6.0 1
274  6.0 1
275  6.0 1
276  6.0 1
277  7.0 0
278  6.0 1
279  5.0 1
280  6.0 1
281  5.0 1
282  6.0 1
283  6.0 1
284  5.0 1
285  5.0 0
286  6.0 1
287  6.0 1
288  6.0 1
289  6.0 1
290  5.0 0
291  6.0 1
292  5.0 1
293  5.0 1
294  5.0 0
295  5.0 1
296  6.0 1
297  5.0 1
298  5.0 1
299  7.0 1
300  5.0 1
301  6.0 1
302  5.0 1
303  5.0 1
304  6.0 1
305  5.0 1
306  6.0 1
307  6.0 1
308  6.0 0
309  6.0 1
310  6.0 1
311  6.0 1
312  5.0 0
313  6.0 1
314  6.0 1
315  6.0 1
316  6.0 1
317  7.0 0
318  5.0 1
319  5.0 1
320  5.0 1
321  6.0 1
322  5.0 1
323  7.0 1
324  5.0 0
325  7.0 0
326  6.0 1
327  6.0 1
328  7.0 1
329  6.0 0
330  5.0 1
331  6.0 1
332  6.0 0
333  6.0 1
334  7.0 1
335  6.0 1
336  6.0 1
337  6.0 1
338  5.0 1
339  6.0 1
340  6.0 1
341  6.0 1
342  6.0 1
343  7.0 1
344  6.0 1
345  6.0 1
346  6.0 1
347  5.0 1
348  7.0 1
349  6.0 1
350  5.0 1
351  5.0 1
352  5.0 1
353  5.0 0
354  6.0 0
355  6.0 1
356  7.0 1
357  5.0 0
358  6.0 1
359  6.0 0
360  5.0 1
361  6.0 1
362  7.0 1
363  5.0 1
364  6.0 1
365  6.0 1
366  5.0 0
367  6.0 0
368  5.0 1
369  4.0 1
370  6.0 0
371  6.0 1
372  6.0 1
373  6.0 1
374  6.0 0
375  6.0 1
376  6.0 1
377  5.0 0
378  5.0 1
379  6.0 0
380  6.0 1
381  7.0 1
382  7.0 1
383  7.0 1
384  6.0 1
385  7.0 1
386  6.0 1
387  6.0 1
388  5.0 1
389  6.0 1
390  6.0 1
391  5.0 1
392  7.0 1
393  6.0 1
394  6.0 1
395  7.0 1
396  6.0 1
397  6.0 1
398  6.0 1
399  6.0 1
400  5.0 1
401  6.0 1
402  6.0 1
403  4.0 1
404  6.0 0
405  5.0 0
406  5.0 0
407  6.0 1
408  5.0 1
409  5.0 0
410  7.0 0
411  6.0 1
412  5.0 1
413  6.0 1
414  6.0 1
415  6.0 1
416  6.0 1
417  6.0 0
418  5.0 0
419  6.0 1
420  5.0 1
421  6.0 1
422  5.0 1
423  6.0 1
424  6.0 1
425  5.0 1
426  5.0 1
427  6.0 0
428  6.0 1
429  6.0 0
430  6.0 1
431  6.0 1
432  6.0 0
433  7.0 0
434  4.0 1
435  7.0 1
436  7.0 1
437  7.0 1
438  6.0 1
439  5.0 1
440  6.0 1
441  6.0 1
442  6.0 1
443  6.0 1
444  6.0 0
445  5.0 1
446  6.0 1
447  5.0 1
448  6.0 1
449  6.0 0
450  7.0 1
451  5.0 0
452  6.0 1
453  5.0 0
454  5.0 0
455  5.0 1
456  6.0 1
457  5.0 0
458  8.0 1
459  5.0 1
460  6.0 1
461  6.0 1
462  7.0 1
463  6.0 1
464  5.0 1
465  6.0 1
466  6.0 1
467  5.0 1
468  6.0 1
469  6.0 1
470  6.0 1
471  6.0 1
472  6.0 0
473  6.0 1
474  5.0 1
475  5.0 0
476  6.0 1
477  6.0 1
478  5.0 0
479  6.0 0
480  6.0 1
481  6.0 0
482  6.0 1
483  6.0 1
484  6.0 1
485  5.0 1
486  6.0 1
487  7.0 0
488  6.0 1
489  7.0 1
490  6.0 0
491  6.0 1
492  6.0 1
493  7.0 1
494  6.0 1
495  7.0 1
496  7.0 1
497  6.0 1
498  6.0 1
499  5.0 1
500  7.0 1
501  5.0 1
502  6.0 1
503  6.0 0
504  5.0 0
505  5.0 0
506  4.0 1
507  6.0 1
508  6.0 0
509  6.0 0
510  6.0 0
511  6.0 1
512  5.0 0
513  7.0 1
514  6.0 0
515  7.0 0
516  6.0 1
517  5.0 1
518  7.0 1
519  5.0 1
520  5.0 0
521  6.0 1
522  6.0 1
523  6.0 1
524  7.0 1
525  6.0 1
526  5.0 1
527  6.0 1
528  7.0 1
529  6.0 0
530  7.0 0
531  6.0 1
532  6.0 0
533  5.0 0
534  5.0 1
535  7.0 1
536  6.0 1
537  5.0 1
538  6.0 0
539  5.0 0
540  6.0 1
541  6.0 1
542  5.0 0
543  5.0 1
544  6.0 1
545  6.0 1
546  6.0 1
547  6.0 1
548  5.0 1
549  6.0 1
550  5.0 0
551  5.0 0
552  6.0 1
553  6.0 0
554  6.0 1
555  6.0 1
556  5.0 1
557  6.0 1
558  6.0 0
559  7.0 0
560  5.0 0
561  6.0 1
562  6.0 1
563  7.0 1
564  5.0 0
565  6.0 1
566  5.0 1
567  5.0 1
568  5.0 1
569  5.0 1
570  6.0 1
571  6.0 1
572  6.0 1
573  5.0 1
574  6.0 1
575  5.0 0
576  6.0 1
577  8.0 1
578  5.0 0
579  6.0 1
580  6.0 1
581  6.0 0
582  5.0 1
583  6.0 1
584  6.0 0
585  6.0 0
586  8.0 1
587  6.0 0
588  6.0 1
589  7.0 1
590  6.0 1
591  8.0 1
592  6.0 1
593  7.0 1
594  6.0 0
595  5.0 0
596  7.0 1
597  6.0 0
598  5.0 1
599  5.0 1
600  6.0 1
601  8.0 1
602  5.0 1
603  5.0 1
604  6.0 1
605  5.0 1
606  5.0 1
607  7.0 1
608  7.0 0
609  6.0 1
610  6.0 1
611  6.0 1
612  5.0 0
613  6.0 0
614  8.0 1
615  7.0 0
616  5.0 0
617  6.0 0
618  5.0 1
619  6.0 1
620  6.0 0
621  7.0 1
622  6.0 0
623  5.0 1
624  8.0 0
625  6.0 1
626  6.0 0
627  4.0 1
628  6.0 1
629  5.0 1
630  5.0 1
631  7.0 1
632  5.0 1
633  6.0 1
634  5.0 0
635  6.0 1
636  6.0 1
637  6.0 1
638  5.0 0
639  6.0 1
640  5.0 1
641  6.0 1
642  6.0 1
643  5.0 0
644  5.0 1
645  6.0 1
646  6.0 1
647  5.0 1
648  6.0 1
649  7.0 1
650  6.0 0
651  6.0 1
652  6.0 1
653  6.0 1
654  5.0 1
655  6.0 1
656  6.0 1
657  7.0 1
658  5.0 1
659  8.0 1
660  5.0 1
661  6.0 1
662  5.0 1
663  7.0 1
664  7.0 1
665  7.0 0
666  5.0 1
667  6.0 0
668  6.0 0
669  5.0 0
670  6.0 1
671  6.0 1
672  5.0 1
673  7.0 1
674  6.0 0
675  5.0 1
676  5.0 1
677  5.0 1
678  7.0 1
679  6.0 1
680  5.0 1
681  5.0 1
682  6.0 1
683  6.0 1
684  6.0 0
685  6.0 1
686  6.0 1
687  5.0 1
688  5.0 1
689  6.0 1
690  5.0 1
691  7.0 1
692  7.0 1
693  5.0 0
694  5.0 1
695  6.0 0
696  5.0 1
697  5.0 1
698  5.0 0
699  8.0 1
700  5.0 0
701  6.0 1
702  5.0 1
703  5.0 0
704  6.0 0
705  5.0 0
706  7.0 0
707  6.0 1
708  6.0 1
709  6.0 1
710  6.0 1
711  5.0 1
712  6.0 1
713  6.0 1
714  6.0 1
715  6.0 1
716  5.0 1
717  6.0 1
718  5.0 0
719  8.0 0
720  6.0 1
721  6.0 0
722  5.0 1
723  6.0 1
724  6.0 0
725  6.0 1
726  7.0 1
727  7.0 0
728  5.0 1
729  6.0 1
730  6.0 1
731  5.0 1
732  7.0 0
733  7.0 1
734  5.0 1
735  6.0 1
736  6.0 0
737  6.0 1
738  6.0 0
739  5.0 0
740  5.0 0
741  6.0 1
742  5.0 1
743  7.0 1
744  6.0 0
745  5.0 0
746  6.0 1
747  6.0 0
748  5.0 1
749  6.0 1
750  6.0 1
751  6.0 1
752  7.0 1
753  6.0 1
754  6.0 1
755  5.0 0
756  8.0 1
757  5.0 1
758  6.0 1
759  6.0 1
760  6.0 1
761  6.0 1
762  7.0 1
763  6.0 1
764  5.0 1
765  8.0 1
766  6.0 1
767  5.0 0
768  5.0 1
769  5.0 0
770  6.0 1
771  6.0 1
772  6.0 1
773  6.0 0
774  6.0 0
775  5.0 1
776  6.0 1
777  5.0 1
778  7.0 1
779  6.0 1
780  6.0 0
781  6.0 0
782  7.0 1
783  5.0 0
784  6.0 1
785  5.0 1
786  6.0 1
787  5.0 1
788  5.0 0
789  6.0 1
790  6.0 1
791  5.0 1
792  6.0 1
793  6.0 1
794  6.0 1
795  7.0 1
796  6.0 1
797  6.0 1
798  5.0 0
799  8.0 1
800  5.0 1
801  6.0 1
802  6.0 1
803  6.0 1
804  6.0 1
805  7.0 1
806  6.0 1
807  5.0 1
808  6.0 0
809  6.0 1
810  7.0 1
811  6.0 1
812  6.0 1
813  6.0 1
814  5.0 0
815  6.0 1
816  6.0 1
817  5.0 1
818  6.0 1
819  6.0 0
820  5.0 1
821  5.0 0
822  7.0 1
823  6.0 1
824  5.0 1
825  6.0 1
826  6.0 1
827  5.0 0
828  6.0 1
829  5.0 1
830  6.0 1
831  6.0 0
832  6.0 0
833  6.0 1
834  5.0 1
835  6.0 1
836  5.0 0
837  5.0 1
838  6.0 1
839  7.0 1
840  6.0 1
841  6.0 1
842  6.0 1
843  6.0 1
844  6.0 1
845  7.0 1
846  6.0 0
847  5.0 1
848  6.0 0
849  6.0 1
850  5.0 1
851  6.0 1
852  6.0 0
853  6.0 1
854  5.0 1
855  6.0 1
856  6.0 1
857  5.0 1
858  6.0 1
859  6.0 1
860  4.0 0
861  7.0 0
862  6.0 1
863  5.0 0
864  5.0 1
865  6.0 1
866  6.0 1
867  5.0 1
868  6.0 0
869  6.0 1
870  5.0 1
871  7.0 1
872  6.0 1
873  5.0 1
874  4.0 1
875  6.0 1
876  6.0 1
877  5.0 1
878  5.0 0
879  5.0 0
880  6.0 1
881  6.0 1
882  6.0 0
883  7.0 1
884  5.0 0
885  7.0 1
886  6.0 0
887  5.0 1
888  5.0 0
889  6.0 1
890  5.0 1
891  6.0 0
892  6.0 0
893  6.0 1
894  6.0 1
895  5.0 1
896  5.0 1
897  7.0 1
898  5.0 1
899  6.0 0
900  5.0 0
901  5.0 1
902  6.0 1
903  6.0 0
904  5.0 1
905  6.0 1
906  7.0 1
907  5.0 0
908  6.0 1
909  6.0 1
910  5.0 1
911  6.0 1
912  7.0 1
913  6.0 1
914  6.0 1
915  5.0 1
916  6.0 1
917  5.0 1
918  5.0 0
919  6.0 1
920  7.0 1
921  5.0 0
922  5.0 1
923  6.0 1
924  5.0 1
925  5.0 0
926  5.0 1
927  5.0 1
928  6.0 1
929  6.0 0
930  6.0 1
931  6.0 1
932  6.0 1
933  6.0 0
934  6.0 1
935  7.0 1
936  6.0 0
937  6.0 1
938  6.0 1
939  6.0 1
940  6.0 1
941  5.0 1
942  6.0 0
943  5.0 1
944  6.0 1
945  6.0 1
946  6.0 1
947  7.0 0
948  6.0 0
949  5.0 0
950  6.0 1
951  6.0 1
952  5.0 0
953  6.0 0
954  5.0 1
955  5.0 1
956  5.0 1
957  5.0 1
958  6.0 1
959  5.0 1
960  6.0 1
961  5.0 0
962  6.0 1
963  6.0 1
964  5.0 0
965  6.0 0
966  6.0 0
967  5.0 1
968  5.0 1
969  6.0 1
970  6.0 1
971  5.0 0
972  6.0 1
973  7.0 1
974  6.0 1
975  6.0 1
976  6.0 1
977  6.0 1
978  5.0 1
979  6.0 0
980  6.0 1
981  5.0 1
982  7.0 1
983  7.0 1
984  5.0 1
985  7.0 1
986  6.0 1
987  5.0 0
988  6.0 0
989  6.0 1
990  5.0 0
991  6.0 1
992  6.0 1
993  6.0 1
994  6.0 1
995  6.0 1
996  5.0 1
997  5.0 1
998  6.0 1
999  6.0 1
1000  5.0 1
1001  5.0 1
1002  6.0 1
1003  6.0 1
1004  5.0 0
1005  6.0 0
1006  5.0 0
1007  6.0 1
1008  7.0 1
1009  7.0 1
1010  6.0 1
1011  5.0 1
1012  6.0 1
1013  7.0 1
1014  7.0 1
1015  5.0 0
1016  6.0 1
1017  6.0 1
1018  7.0 1
1019  6.0 1
1020  7.0 1
1021  6.0 0
1022  6.0 1
1023  6.0 1
1024  5.0 1
1025  6.0 1
1026  6.0 1
1027  5.0 0
1028  5.0 0
1029  6.0 1
1030  5.0 1
1031  7.0 1
1032  6.0 0
1033  5.0 1
1034  5.0 1
1035  6.0 1
1036  6.0 0
1037  5.0 0
1038  6.0 1
1039  6.0 1
1040  6.0 1
1041  6.0 1
1042  6.0 1
1043  5.0 0
1044  6.0 0
1045  5.0 1
1046  6.0 1
1047  5.0 1
1048  7.0 1
1049  6.0 1
1050  6.0 1
1051  6.0 1
1052  5.0 0
1053  6.0 1
1054  5.0 0
1055  6.0 0
1056  5.0 1
1057  5.0 1
1058  6.0 0
1059  6.0 0
1060  6.0 1
1061  6.0 1
1062  8.0 1
1063  6.0 1
1064  6.0 1
1065  5.0 1
1066  8.0 1
1067  7.0 1
1068  6.0 1
1069  6.0 1
1070  6.0 1
1071  6.0 1
1072  6.0 0
1073  5.0 1
1074  6.0 1
1075  5.0 1
1076  6.0 1
1077  6.0 1
1078  5.0 0
1079  7.0 1
1080  6.0 1
1081  5.0 1
1082  6.0 0
1083  6.0 1
1084  6.0 1
1085  6.0 0
1086  5.0 0
1087  7.0 1
1088  5.0 0
1089  6.0 1
1090  5.0 0
1091  5.0 1
1092  8.0 1
1093  6.0 1
1094  5.0 0
1095  5.0 1
1096  5.0 1
1097  7.0 1
1098  6.0 1
1099  6.0 1
1100  6.0 1
1101  5.0 1
1102  6.0 0
1103  6.0 0
1104  6.0 1
1105  6.0 1
1106  6.0 1
1107  5.0 1
1108  6.0 1
1109  5.0 1
1110  6.0 1
1111  6.0 1
1112  5.0 0
1113  5.0 1
1114  6.0 1
1115  5.0 1
1116  5.0 1
1117  5.0 1
1118  6.0 0
1119  6.0 1
1120  5.0 0
1121  5.0 1
1122  6.0 1
1123  5.0 0
1124  5.0 1
1125  6.0 0
1126  5.0 0
1127  7.0 1
1128  6.0 1
1129  5.0 0
1130  5.0 0
1131  6.0 1
1132  6.0 0
1133  6.0 1
1134  5.0 1
1135  6.0 1
1136  6.0 1
1137  7.0 0
1138  5.0 1
1139  6.0 0
1140  5.0 0
1141  6.0 1
1142  6.0 1
1143  5.0 1
1144  5.0 1
1145  5.0 1
1146  6.0 1
1147  7.0 1
1148  5.0 1
1149  6.0 1
1150  5.0 0
1151  7.0 1
1152  5.0 1
1153  7.0 1
1154  7.0 1
1155  6.0 1
1156  7.0 1
1157  6.0 1
1158  6.0 1
1159  6.0 1
1160  6.0 1
1161  6.0 1
1162  6.0 1
1163  7.0 1
1164  6.0 1
1165  5.0 1
1166  6.0 1
1167  6.0 1
1168  6.0 1
1169  4.0 1
1170  7.0 1
1171  6.0 1
1172  7.0 1
1173  7.0 1
1174  6.0 1
1175  6.0 1
1176  5.0 1
1177  4.0 1
1178  6.0 0
1179  6.0 1
1180  6.0 1
1181  6.0 1
1182  7.0 1
1183  5.0 1
1184  5.0 1
1185  6.0 1
1186  6.0 1
1187  6.0 1
1188  6.0 1
1189  6.0 1
1190  5.0 1
1191  6.0 0
1192  6.0 1
1193  7.0 1
1194  6.0 1
1195  5.0 1
1196  6.0 1
1197  6.0 1
1198  6.0 1
1199  6.0 0
1200  6.0 0
1201  5.0 1
1202  5.0 0
1203  7.0 1
1204  6.0 0
1205  5.0 1
1206  5.0 0
1207  5.0 1
1208  6.0 1
1209  6.0 1
1210  6.0 1
1211  7.0 1
1212  6.0 1
1213  5.0 1
1214  5.0 1
1215  6.0 0
1216  5.0 0
1217  6.0 1
1218  5.0 1
1219  5.0 1
1220  5.0 1
1221  5.0 0
1222  7.0 1
1223  5.0 0
1224  6.0 1
1225  6.0 1
1226  5.0 1
1227  5.0 1
1228  6.0 1
1229  5.0 0
1230  6.0 1
1231  7.0 1
1232  6.0 1
1233  5.0 0
1234  5.0 1
1235  5.0 0
1236  5.0 0
1237  6.0 1
1238  5.0 1
1239  7.0 1
1240  8.0 1
1241  8.0 1
1242  6.0 1
1243  6.0 1
1244  6.0 1
1245  6.0 0
1246  5.0 0
1247  6.0 1
1248  7.0 1
1249  6.0 1
1250  5.0 0
1251  6.0 1
1252  6.0 1
1253  6.0 1
1254  5.0 0
1255  6.0 0
1256  5.0 0
1257  6.0 1
1258  6.0 1
1259  5.0 0
1260  6.0 1
1261  6.0 0
1262  7.0 1
1263  5.0 1
1264  6.0 1
1265  6.0 1
1266  6.0 1
1267  6.0 1
1268  6.0 1
1269  6.0 0
1270  5.0 1
1271  6.0 1
1272  6.0 1
1273  6.0 1
1274  6.0 1
1275  7.0 1
1276  7.0 1
1277  5.0 0
1278  6.0 0
1279  5.0 1
1280  6.0 1
1281  6.0 0
1282  7.0 1
1283  6.0 1
1284  5.0 1
1285  5.0 1
1286  5.0 1
1287  7.0 1
1288  5.0 0
1289  4.0 1
1290  5.0 1
1291  5.0 0
1292  5.0 1
1293  5.0 1
1294  5.0 1
1295  6.0 0
1296  6.0 1
1297  5.0 1
1298  5.0 1
1299  6.0 1
1300  6.0 1
1301  5.0 1
